SchoolYear,OrganizationLevel,County,ESDName,ESDOrganizationID,DistrictCode,DistrictName,DistrictOrganizationId,SchoolCode,SchoolName,SchoolOrganizationID,CurrentSchoolType,GradeLevel,All Students,Female,Gender X,Male,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Foster Care,Highly Capable,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Foster Care,Non-Highly Capable,Non-Homeless,Non-Low Income,Non Migrant,Non Military Parent,Non Mobile,Non Section 504,Students without Disabilities,DataAsOf
2024-25,School,Chelan,North Central Educational Service District 171,100008,4129,Lake Chelan School District,100125,1940,Chelan School of Innovation,103865,A,All Grades,53,17,0,36,1,0,0,27,0,1,24,13,0,0,3,31,4,0,2,5,5,40,0,53,50,22,49,53,51,48,48,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4129,Lake Chelan School District,100125,2317,Chelan Middle School,100434,P,All Grades,285,138,0,147,0,0,1,156,0,5,123,87,0,17,2,173,28,2,5,9,36,198,0,268,283,112,257,283,280,276,249,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4129,Lake Chelan School District,100125,2689,Morgen Owings Elementary School,100435,P,All Grades,472,241,0,231,2,2,1,258,0,13,196,171,0,15,7,270,38,10,3,10,61,301,0,457,465,202,434,462,469,462,411,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4129,Lake Chelan School District,100125,3861,Holden Village Community School,100436,P,All Grades,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4129,Lake Chelan School District,100125,4260,Chelan High School,100437,P,All Grades,440,197,0,243,1,5,1,238,0,9,186,101,0,30,3,270,47,0,4,36,43,339,0,410,437,170,393,440,436,404,397,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4222,CASHMERE SCHOOL DISTRICT,100035,2315,CASHMERE MIDDLE SCHOOL,100439,P,All Grades,496,241,0,255,4,11,1,173,4,11,292,51,0,67,17,241,22,4,5,39,45,445,0,429,479,255,474,492,491,457,451,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4222,CASHMERE SCHOOL DISTRICT,100035,2787,VALE ELEMENTARY SCHOOL,100440,P,All Grades,638,288,0,350,2,4,3,244,2,28,355,115,0,40,30,328,18,4,8,24,107,523,0,598,608,310,620,634,630,614,531,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4222,CASHMERE SCHOOL DISTRICT,100035,3268,CASHMERE HIGH SCHOOL,100441,P,All Grades,546,254,0,292,2,8,2,198,0,13,323,30,0,51,21,243,23,1,9,41,52,516,0,495,525,303,523,545,537,505,494,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4228,Cascade School District,100034,2760,Peshastin Dryden Elementary,100447,P,All Grades,283,153,0,130,1,2,0,96,0,10,174,38,0,3,9,130,6,0,8,4,34,245,0,280,274,153,277,283,275,279,249,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4228,Cascade School District,100034,2827,Alpine Lakes Elementary,100448,P,All Grades,252,100,0,152,2,2,2,76,1,2,167,50,0,13,20,128,4,1,3,7,42,202,0,239,232,124,248,251,249,245,210,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4228,Cascade School District,100034,3564,Cascade High School,100449,P,All Grades,401,192,0,209,1,2,3,121,0,2,272,29,0,18,26,198,15,3,8,33,36,372,0,383,375,203,386,398,393,368,365,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4228,Cascade School District,100034,4403,Icicle River Middle School,100450,P,All Grades,261,134,0,127,1,0,4,82,1,8,165,22,0,32,15,128,14,1,2,19,29,239,0,229,246,133,247,260,259,242,232,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4228,Cascade School District,100034,4566,Beaver Valley School,100451,P,All Grades,25,13,0,12,0,0,0,5,0,1,19,0,0,1,2,9,0,0,4,0,0,25,0,24,23,16,25,25,21,25,25,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4228,Cascade School District,100034,5418,Cascade Home-Link,105924,P,All Grades,37,13,0,24,0,1,0,3,0,1,32,0,0,2,0,18,0,0,2,1,5,37,0,35,37,19,37,37,35,36,32,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4228,Cascade School District,100034,5640,Kodiak Virtual Academy,106422,P,All Grades,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4246,Wenatchee School District,100290,1612,Skill Source,100454,A,All Grades,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4246,Wenatchee School District,100290,1613,Westside High School,100455,A,All Grades,280,136,0,144,3,0,3,164,0,5,105,60,0,14,31,208,44,4,25,32,42,220,0,266,249,72,236,276,255,248,238,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4246,Wenatchee School District,100290,1802,Chelan County Juvenile Detention Center,100458,J,All Grades,12,3,0,9,1,0,0,9,0,0,2,1,0,0,0,5,1,0,9,0,1,11,0,12,12,7,11,12,3,12,11,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4246,Wenatchee School District,100290,2134,Wenatchee High School,100459,P,All Grades,2082,1001,7,1074,3,16,13,1154,1,56,839,409,0,338,138,1277,338,31,40,131,291,1673,0,1744,1944,805,1744,2051,2042,1951,1791,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4246,Wenatchee School District,100290,2279,Lewis And Clark Elementary Sch,100460,P,All Grades,426,213,0,213,3,1,4,312,0,9,97,198,0,28,40,364,68,5,4,14,74,228,0,398,386,62,358,421,422,412,352,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4246,Wenatchee School District,100290,2347,Mission View Elementary School,100462,P,All Grades,488,223,0,265,3,2,5,328,0,7,143,209,0,22,64,404,88,12,18,18,87,279,0,466,424,84,400,476,470,470,401,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4246,Wenatchee School District,100290,2907,Washington Elementary School,100463,P,All Grades,556,257,0,299,5,10,4,262,0,21,254,125,0,59,29,318,45,9,8,19,96,431,0,497,527,238,511,547,548,537,460,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4246,Wenatchee School District,100290,3208,Sunnyslope Elementary School,100464,P,All Grades,292,132,0,160,0,5,2,86,2,26,171,27,0,47,14,90,8,2,4,10,37,265,0,245,278,202,284,290,288,282,255,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4246,Wenatchee School District,100290,3209,Abraham Lincoln Elementary,100465,P,All Grades,608,304,0,304,5,4,4,454,0,6,135,269,0,32,48,494,106,6,18,14,115,339,0,576,560,114,502,602,590,594,493,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4246,Wenatchee School District,100290,3210,Pioneer Middle School,100466,P,All Grades,492,230,1,261,2,2,4,318,1,7,158,124,0,56,41,391,86,14,10,26,78,368,0,436,451,101,406,478,482,466,414,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4246,Wenatchee School District,100290,3269,Special Education School,100467,S,All Grades,166,61,0,105,3,2,0,87,0,0,74,1,0,0,5,85,1,3,9,1,87,165,0,166,161,81,165,163,157,165,79,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4246,Wenatchee School District,100290,3370,Orchard Middle School,100468,P,All Grades,396,195,0,201,0,2,2,258,0,5,129,125,0,41,28,309,73,1,6,13,57,271,0,355,368,87,323,395,390,383,339,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4246,Wenatchee School District,100290,4105,Wenatchee Valley Technical Skills Center,100735,V,All Grades,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4246,Wenatchee School District,100290,4423,John Newbery Elementary,100469,P,All Grades,440,224,0,216,2,7,1,205,1,12,212,91,0,39,29,260,39,7,9,16,57,349,0,401,411,180,401,433,431,424,383,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4246,Wenatchee School District,100290,4432,Foothills Middle School,100470,P,All Grades,570,267,1,302,2,11,3,266,0,21,267,115,0,115,42,332,79,7,15,28,59,455,0,455,528,238,491,563,555,542,511,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4246,Wenatchee School District,100290,5316,Open Doors Re-Engagement,105631,R,All Grades,91,29,0,62,0,1,3,41,0,0,46,18,0,0,10,72,5,2,16,6,34,73,0,91,81,19,86,89,75,85,57,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4246,Wenatchee School District,100290,5569,Valley Academy of Learning K-8,106218,A,All Grades,215,110,0,105,0,3,0,20,1,29,162,1,0,29,0,61,0,0,7,6,10,214,0,186,215,154,215,215,208,209,205,1/6/25 0:00
2024-25,School,Chelan,North Central Educational Service District 171,100008,4246,Wenatchee School District,100290,5637,Valley Online Academy,106419,P,All Grades,25,12,0,13,0,0,0,9,0,3,13,1,0,1,1,18,0,0,3,3,4,24,0,24,24,7,25,25,22,22,21,1/6/25 0:00
2024-25,School,Chelan,Washington State Charter School Commission,105798,4901,Pinnacles Prep Charter School,106675,5686,Pinnacles Prep Charter School,106760,P,All Grades,234,108,1,125,6,1,2,87,0,8,130,31,0,37,11,127,22,0,17,11,58,203,0,197,223,107,212,234,217,223,176,1/6/25 0:00
2024-25,School,Clallam,,,5903,Quileute Tribal School District,105979,5430,Quileute Tribal School,105980,Q,All Grades,111,51,1,59,54,1,0,30,0,4,21,0,0,0,0,73,0,1,4,0,25,111,0,111,111,38,111,110,107,111,86,1/6/25 0:00
2024-25,School,Clallam,Olympic Educational Service District 114,100005,5121,Port Angeles School District,100202,1897,Special Education,100474,S,All Grades,38,11,0,27,1,1,1,4,1,5,25,0,0,0,0,17,0,1,7,0,18,38,0,38,38,21,38,37,31,38,20,1/6/25 0:00
2024-25,School,Clallam,Olympic Educational Service District 114,100005,5121,Port Angeles School District,100202,2368,Jefferson Elementary,100477,P,All Grades,248,114,1,133,9,4,3,31,3,24,174,6,0,11,9,147,0,4,8,5,61,242,0,237,239,101,248,244,240,243,187,1/6/25 0:00
2024-25,School,Clallam,Olympic Educational Service District 114,100005,5121,Port Angeles School District,100202,2908,Port Angeles High School,100480,P,All Grades,979,442,10,527,50,17,7,96,0,110,699,9,0,157,13,462,0,13,23,57,144,970,0,822,966,517,979,966,956,922,835,1/6/25 0:00
2024-25,School,Clallam,Olympic Educational Service District 114,100005,5121,Port Angeles School District,100202,2909,Franklin Elementary,100481,P,All Grades,320,139,0,181,12,4,2,24,1,26,251,8,0,15,2,179,0,7,4,7,74,312,0,305,318,141,320,313,316,313,246,1/6/25 0:00
2024-25,School,Clallam,Olympic Educational Service District 114,100005,5121,Port Angeles School District,100202,3079,Hamilton Elementary,100482,P,All Grades,339,162,0,177,13,2,0,50,0,33,241,4,0,18,10,182,0,20,6,5,92,335,0,321,329,157,339,319,333,334,247,1/6/25 0:00
2024-25,School,Clallam,Olympic Educational Service District 114,100005,5121,Port Angeles School District,100202,3318,Stevens Middle School,100484,P,All Grades,463,219,7,237,20,5,6,50,1,64,317,6,0,96,10,258,0,9,9,32,79,457,0,367,453,205,463,454,454,431,384,1/6/25 0:00
2024-25,School,Clallam,Olympic Educational Service District 114,100005,5121,Port Angeles School District,100202,4003,Lincoln High School,100486,A,All Grades,67,28,1,38,11,0,1,3,0,8,44,0,0,7,5,50,0,0,12,5,11,67,0,60,62,17,67,67,55,62,56,1/6/25 0:00
2024-25,School,Clallam,Olympic Educational Service District 114,100005,5121,Port Angeles School District,100202,4494,Dry Creek Elementary,100489,P,All Grades,396,187,1,208,44,7,3,51,1,56,234,10,0,68,12,247,0,6,18,12,92,386,0,328,384,149,396,390,378,384,304,1/6/25 0:00
2024-25,School,Clallam,Olympic Educational Service District 114,100005,5121,Port Angeles School District,100202,5115,Roosevelt Elementary School,104620,P,All Grades,424,193,1,230,14,6,0,46,0,38,320,8,0,13,11,254,0,5,6,18,95,416,0,411,413,170,424,419,418,406,329,1/6/25 0:00
2024-25,School,Clallam,Olympic Educational Service District 114,100005,5121,Port Angeles School District,100202,5611,SEAVIEW ACADEMY,106393,A,All Grades,246,134,2,110,7,3,6,17,1,28,184,0,0,15,9,151,0,4,33,10,20,246,0,231,237,95,246,242,213,236,226,1/6/25 0:00
2024-25,School,Clallam,Olympic Educational Service District 114,100005,5313,Crescent School District,100059,3473,Crescent School,100492,P,All Grades,230,102,1,127,18,0,0,14,0,20,178,0,0,8,0,121,0,6,3,9,40,230,0,222,230,109,230,224,227,221,190,1/6/25 0:00
2024-25,School,Clallam,Olympic Educational Service District 114,100005,5313,Crescent School District,100059,5030,Olympic Peninsula HomeConnection,104147,A,All Grades,145,75,0,70,1,1,0,12,0,5,126,0,0,0,0,70,0,0,0,0,9,145,0,145,145,75,145,145,145,145,136,1/6/25 0:00
2024-25,School,Clallam,Olympic Educational Service District 114,100005,5323,Sequim School District,100233,1708,Olympic Peninsula Academy,100494,A,All Grades,128,68,1,59,3,2,1,7,0,7,108,0,0,17,4,60,0,3,1,9,24,128,0,111,124,68,128,125,127,119,104,1/6/25 0:00
2024-25,School,Clallam,Olympic Educational Service District 114,100005,5323,Sequim School District,100233,2471,Sequim Senior High,100495,P,All Grades,826,368,8,450,9,12,7,111,4,67,616,9,0,122,47,379,0,15,20,41,113,817,0,704,779,447,826,811,806,785,713,1/6/25 0:00
2024-25,School,Clallam,Olympic Educational Service District 114,100005,5323,Sequim School District,100233,2722,Helen Haller Elementary School,100496,P,All Grades,527,236,0,291,12,12,2,78,1,26,396,14,0,36,21,295,1,11,6,23,109,513,0,491,506,232,526,516,521,504,418,1/6/25 0:00
2024-25,School,Clallam,Olympic Educational Service District 114,100005,5323,Sequim School District,100233,4378,Greywolf Elementary School,100498,P,All Grades,510,244,1,265,9,16,3,81,1,48,352,9,0,13,21,266,0,17,9,5,128,501,0,497,489,244,510,493,501,505,382,1/6/25 0:00
2024-25,School,Clallam,Olympic Educational Service District 114,100005,5323,Sequim School District,100233,4519,Sequim Middle School,100499,P,All Grades,559,272,3,284,7,7,6,89,1,42,407,11,0,76,16,281,1,17,12,26,106,548,0,483,543,278,558,542,547,533,453,1/6/25 0:00
2024-25,School,Clallam,Olympic Educational Service District 114,100005,5323,Sequim School District,100233,5613,Dungeness Virtual School,106395,P,All Grades,108,55,1,52,1,0,2,13,0,7,85,0,0,6,2,48,0,3,13,8,18,108,0,102,106,60,108,105,95,100,90,1/6/25 0:00
2024-25,School,Clallam,Olympic Educational Service District 114,100005,5401,Cape Flattery School District,100032,1787,Cape Flattery Preschool,100501,P,All Grades,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/6/25 0:00
2024-25,School,Clallam,Olympic Educational Service District 114,100005,5401,Cape Flattery School District,100032,2594,Neah Bay Elementary School,100503,P,All Grades,180,89,0,91,94,0,0,50,0,33,3,0,0,3,3,155,0,2,1,6,34,180,0,177,177,25,180,178,179,174,146,1/6/25 0:00
2024-25,School,Clallam,Olympic Educational Service District 114,100005,5401,Cape Flattery School District,100032,3145,Neah Bay Junior/ Senior High School,100505,P,All Grades,206,96,0,110,139,0,0,28,0,36,3,0,0,14,13,158,0,0,2,16,32,206,0,192,193,48,206,206,204,190,174,1/6/25 0:00
2024-25,School,Clallam,Olympic Educational Service District 114,100005,5401,Cape Flattery School District,100032,3422,Clallam Bay High & Elementary,100506,P,All Grades,106,48,0,58,5,1,1,26,0,30,43,0,0,10,3,75,0,5,3,8,18,106,0,96,103,31,106,101,103,98,88,1/6/25 0:00
2024-25,School,Clallam,Olympic Educational Service District 114,100005,5402,Quillayute Valley School District,100210,1671,District Run Home School,100510,A,All Grades,45,30,1,14,4,0,0,13,0,5,23,4,0,0,1,25,1,0,2,5,2,41,0,45,44,20,44,45,43,40,43,1/6/25 0:00
2024-25,School,Clallam,Olympic Educational Service District 114,100005,5402,Quillayute Valley School District,100210,2349,Forks High School,100512,P,All Grades,264,132,0,132,12,1,1,114,0,24,112,39,0,7,5,153,19,0,3,22,33,225,0,257,259,111,245,264,261,242,231,1/6/25 0:00
2024-25,School,Clallam,Olympic Educational Service District 114,100005,5402,Quillayute Valley School District,100210,2609,Forks Middle School,100513,P,All Grades,238,124,0,114,10,1,2,103,0,26,96,49,0,0,3,159,14,2,5,10,40,189,0,238,235,79,224,236,233,228,198,1/6/25 0:00
2024-25,School,Clallam,Olympic Educational Service District 114,100005,5402,Quillayute Valley School District,100210,3737,Forks Elementary School,100514,P,All Grades,423,204,0,219,22,2,3,164,1,38,193,92,0,0,8,282,21,2,7,16,63,331,0,423,415,141,402,421,416,407,360,1/6/25 0:00
2024-25,School,Clallam,Olympic Educational Service District 114,100005,5402,Quillayute Valley School District,100210,5071,Insight School of Washington,104243,A,All Grades,2863,1541,1,1321,39,66,210,589,36,372,1551,236,0,0,104,1422,19,5,276,209,565,2627,0,2863,2759,1441,2844,2858,2587,2654,2298,1/6/25 0:00
2024-25,School,Clallam,Olympic Educational Service District 114,100005,5402,Quillayute Valley School District,100210,5529,Insight School of WA Open Doors Program,106160,R,All Grades,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1/6/25 0:00
2024-25,School,Clark,,,6801,ESD 112 acting as a school district,100003,3294,Cowlitz County Youth Services Center,100711,J,All Grades,13,4,0,9,1,0,1,3,0,0,8,0,0,0,0,0,0,0,5,0,0,13,0,13,13,13,13,13,8,13,13,1/6/25 0:00
2024-25,School,Clark,,,6801,ESD 112 acting as a school district,100003,5290,Clark County Juvenile Detention School,105535,J,All Grades,15,7,0,8,0,0,2,4,0,3,6,0,0,0,0,0,0,0,11,0,0,15,0,15,15,15,15,15,4,15,15,1/6/25 0:00
2024-25,School,Clark,,,6801,ESD 112 acting as a school district,100003,5398,ESD 112 Open Doors Reengagement,105903,R,All Grades,47,11,22,14,2,0,0,10,1,1,33,0,0,0,0,0,0,0,14,0,0,47,0,47,47,47,47,47,33,47,47,1/6/25 0:00
2024-25,School,Clark,Educational Service District 112,100003,6037,Vancouver School District,100278,1574,Jim Tangeman Center,100517,S,All Grades,75,11,0,64,0,1,9,12,0,13,40,7,0,0,5,55,0,1,6,0,0,68,0,75,70,20,75,74,69,75,0,1/6/25 0:00
2024-25,School,Clark,Educational Service District 112,100003,6037,Vancouver School District,100278,1689,Vancouver School of Arts and Academics,100518,P,All Grades,787,541,17,229,0,16,19,133,0,105,514,17,0,196,14,237,0,14,9,90,68,770,0,591,773,550,787,773,778,697,719,1/6/25 0:00
2024-25,School,Clark,Educational Service District 112,100003,6037,Vancouver School District,100278,1738,Gate Work Study Program,100519,S,All Grades,51,21,0,30,0,2,2,10,0,6,31,11,0,0,1,32,0,1,1,0,0,40,0,51,50,19,51,50,50,51,0,1/6/25 0:00
